,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight
17,=17,Cheng I-Ching,TPE,NA,"Singles, Women",TTN,Female,15 February 1992,162,52
18,=17,Adriana Díaz,PUR,NA,"Singles, Women",TTN,Female,31 October 2000,0,0
19,=17,Jian-Fang Lay,AUS,NA,"Singles, Women",TTN,Female,6 March 1973,163,58
20,=17,Dina Meshref,EGY,NA,"Singles, Women",TTN,Female,10 March 1994,166,59
21,=17,Rachel Moret,SUI,NA,"Singles, Women",TTN,Female,23 November 1989,0,0
22,=17,Orawan Paranang,THA,NA,"Singles, Women",TTN,Female,7 September 1997,0,0
23,=17,Elizabeta Samara,ROU,NA,"Singles, Women",TTN,Female,15 April 1989,171,56
24,=17,Sin Yu-Bin,KOR,NA,"Singles, Women",TTN,Female,5 July 2004,0,0
25,=17,Petrissa Solja,GER,NA,"Singles, Women",TTN,Female,11 March 1994,168,67
26,=17,Bernadette Szőcs,ROU,NA,"Singles, Women",TTN,Female,5 March 1995,159,48
27,=17,Maria Xiao,ESP,NA,"Singles, Women",TTN,Female,19 May 1994,0,0
28,=17,Xiaoxin Yang,MON,NA,"Singles, Women",TTN,Female,8 January 1988,0,0
29,=17,Fu Yu,POR,NA,"Singles, Women",TTN,Female,29 November 1978,173,58
30,=17,Jia Nan Yuan,FRA,NA,"Singles, Women",TTN,Female,11 July 1985,0,0
31,=17,Lily Zhang,USA,NA,"Singles, Women",TTN,Female,16 June 1996,166,58
32,=33,Barbora Balážová,SVK,NA,"Singles, Women",TTN,Female,18 March 1992,169,73
33,=33,Offiong Edem,NGR,NA,"Singles, Women",TTN,Female,31 December 1986,170,70
34,=33,Qian Li,POL,NA,"Singles, Women",TTN,Female,30 July 1986,160,54
35,=33,Hana Matelová,CZE,NA,"Singles, Women",TTN,Female,8 June 1990,160,53
36,=33,Polina Mikhaylova,ROC,NA,"Singles, Women",TTN,Female,31 August 1986,168,60
37,=33,Sutirtha Mukherjee,IND,NA,"Singles, Women",TTN,Female,10 October 1995,0,0
38,=33,Xia Lian Ni,LUX,NA,"Singles, Women",TTN,Female,4 July 1963,157,58
39,=33,Yana Noskova,ROC,NA,"Singles, Women",TTN,Female,2 February 1994,163,59
40,=33,Natalia Partyka,POL,NA,"Singles, Women",TTN,Female,27 July 1989,173,64
41,=33,Marharyta Pesotska,UKR,NA,"Singles, Women",TTN,Female,9 August 1991,175,68
42,=33,Georgina Póta,HUN,NA,"Singles, Women",TTN,Female,13 January 1985,173,63
43,=33,Jieni Shao,POR,NA,"Singles, Women",TTN,Female,25 January 1994,170,75
44,=33,Minnie Soo,HKG,NA,"Singles, Women",TTN,Female,13 April 1998,0,0
45,=33,Bruna Takahashi,BRA,NA,"Singles, Women",TTN,Female,19 July 2000,168,55
46,=33,Polina Trifonova,BUL,NA,"Singles, Women",TTN,Female,24 January 1992,0,0
47,=33,María Paulina Vega,CHI,NA,"Singles, Women",TTN,Female,13 March 1984,157,57
48,=49,Batmunkh Bolorerdene,MGL,NA,"Singles, Women",TTN,Female,12 November 2002,0,0
49,=49,Linda Bergstroem,SWE,NA,"Singles, Women",TTN,Female,12 January 1995,0,0
50,=49,Michelle Bromley,AUS,NA,"Singles, Women",TTN,Female,24 December 1987,0,0
51,=49,Sarah de Nutte,LUX,NA,"Singles, Women",TTN,Female,21 November 1992,0,0
52,=49,Melanie Diaz,PUR,NA,"Singles, Women",TTN,Female,7 June 1996,0,0
53,=49,Galia Dvorak,ESP,NA,"Singles, Women",TTN,Female,1 April 1988,169,58
54,=49,Chelsea Edghill,GUY,NA,"Singles, Women",TTN,Female,6 July 1997,0,0
55,=49,Hanna Haponova,UKR,NA,"Singles, Women",TTN,Female,28 October 1985,0,0
56,=49,Yousra Helmy,EGY,NA,"Singles, Women",TTN,Female,3 December 1995,165,50
57,=49,Tin-Tin Ho,GBR,NA,"Singles, Women",TTN,Female,3 September 1998,0,0
58,=49,Christina Kaellberg,SWE,NA,"Singles, Women",TTN,Female,1 April 2000,0,0
59,=49,Anastasiya Lavrova,KAZ,NA,"Singles, Women",TTN,Female,26 July 1995,0,0
60,=49,Dóra Madarász,HUN,NA,"Singles, Women",TTN,Female,3 September 1993,0,0
61,=49,Prithika Pavade,FRA,NA,"Singles, Women",TTN,Female,2 August 2004,0,0
62,=49,Debora Vivarelli,ITA,NA,"Singles, Women",TTN,Female,28 January 1993,0,0
63,=49,Jessica Yamada,BRA,NA,"Singles, Women",TTN,Female,13 October 1989,0,0
64,=65,Daniela Fonseca,CUB,NA,"Singles, Women",TTN,Female,24 July 2002,0,0
65,=65,Fadwa Garci,TUN,NA,"Singles, Women",TTN,Female,6 February 2002,0,0
66,=65,Sarah Hanffou,CMR,NA,"Singles, Women",TTN,Female,8 October 1986,163,65
67,=65,Funke Oshonaike,NGR,NA,"Singles, Women",TTN,Female,28 October 1975,167,59
68,=65,Sally Yee,FIJ,NA,"Singles, Women",TTN,Female,10 April 2001,84,
69,=65,Hend Zaza,SYR,NA,"Singles, Women",TTN,Female,1 January 2009,0,0
0,1,Vito Dell'Aquila,ITA,Gold,"Flyweight (≤58 kilograms), Men",TKW,Male,3 November 2000,0,0
1,2,Mohamed Khalil Jendoubi,TUN,Silver,"Flyweight (≤58 kilograms), Men",TKW,Male,1 June 2002,182,
2,=3,Jang Jun,KOR,Bronze,"Flyweight (≤58 kilograms), Men",TKW,Male,16 April 2000,0,0
3,=3,Mikhail Artamonov,ROC,Bronze,"Flyweight (≤58 kilograms), Men",TKW,Male,20 July 1997,0,0
4,=5,Lucas Guzmán,ARG,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,17 July 1994,0,0
5,=5,Omar Salim,HUN,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,12 April 2003,0,0
6,=7,Solomon Demse,ETH,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,31 December 1998,0,0
7,=7,Ramnarong Sawekwiharee,THA,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,18 December 1996,0,0
8,=9,Adrián Vicente,ESP,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,11 June 1999,0,0
9,=9,Armin Hadipour Seighalani,IRI,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,12 August 1994,0,0
10,=11,Safwan Khalil,AUS,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,15 May 1986,184,58
11,=11,Jefferson Ochoa,COL,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,9 November 1996,0,0
12,=11,Jack Woolley,IRL,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,23 September 1998,0,0
13,=11,Sergio Suzuki,JPN,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,9 October 1994,0,0
14,=11,Kurt Barbosa,PHI,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,8 June 1999,0,0
15,=11,Rui Bragança,POR,NA,"Flyweight (≤58 kilograms), Men",TKW,Male,26 December 1991,180,58
0,1,Ulugbek Rashitov,UZB,Gold,"Featherweight (≤68 kilograms), Men",TKW,Male,23 March 2002,174,
1,2,Bradly Sinden,GBR,Silver,"Featherweight (≤68 kilograms), Men",TKW,Male,19 September 1998,0,0
2,=3,Zhao Shuai,CHN,Bronze,"Featherweight (≤68 kilograms), Men",TKW,Male,15 August 1995,188,63
3,=3,Hakan Reçber,TUR,Bronze,"Featherweight (≤68 kilograms), Men",TKW,Male,17 August 1999,0,0
4,=5,Nedžad Husić,BIH,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,15 September 2001,0,0
5,=5,Lee Dae-Hun,KOR,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,5 February 1992,183,70
6,=7,Mirhashem Hosseini,IRI,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,28 October 1998,0,0
7,=7,Tom Burns,NZL,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,23 April 2000,0,0
8,=9,Bernardo Pie,DOM,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,28 April 1995,0,0
9,=9,Abdelrahman Wael,EGY,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,7 September 1995,0,0
10,11,Seydou Fofana,MLI,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,10 August 1993,0,0
11,=12,Jaouad Achab,BEL,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,20 August 1992,175,64
12,=12,Edival Pontes,BRA,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,11 October 1997,0,0
13,=12,Abdullah Sediqi,EOR,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,25 December 1996,0,0
14,=12,Javier Pérez,ESP,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,11 October 1996,0,0
15,=12,Ricardo Suzuki,JPN,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,27 April 2000,0,0
16,=12,Huang Yu-Jen,TPE,NA,"Featherweight (≤68 kilograms), Men",TKW,Male,9 June 1997,0,0
0,1,Maksim Khramtsov,ROC,Gold,"Welterweight (≤80 kilograms), Men",TKW,Male,12 January 1998,0,0
1,2,Saleh El-Sharabaty,JOR,Silver,"Welterweight (≤80 kilograms), Men",TKW,Male,12 September 1998,0,0
2,=3,Toni Kanaet,CRO,Bronze,"Welterweight (≤80 kilograms), Men",TKW,Male,4 September 1995,0,0
3,=3,Seif Eissa,EGY,Bronze,"Welterweight (≤80 kilograms), Men",TKW,Male,15 June 1998,0,0
4,=5,Richard André Ordemann,NOR,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,6 August 1994,198,80
5,=5,Nikita Rafalovich,UZB,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,10 October 1993,190,78
6,=7,Faysal Sawadogo,BUR,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,22 September 1996,0,0
7,=7,Achraf Mahboubi,MAR,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,8 August 2000,0,0
8,=9,Milad Beigi,AZE,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,1 March 1991,197,80
9,=9,Simone Alessio,ITA,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,14 April 2000,0,0
10,=11,Jack Marton,AUS,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,7 July 1992,0,0
11,=11,Icaro Miguel Soares,BRA,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,29 April 1995,0,0
12,=11,Cheick Sallah Cissé,CIV,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,19 September 1993,186,80
13,=11,Moisés Hernández,DOM,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,22 March 1993,191,79
14,=11,Raúl Martínez,ESP,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,27 June 1991,0,0
15,=11,Liu Wei-Ting,TPE,NA,"Welterweight (≤80 kilograms), Men",TKW,Male,6 January 1995,196,81
0,1,Vladislav Larin,ROC,Gold,"Heavyweight (>80 kilograms), Men",TKW,Male,7 October 1995,0,0
1,2,Dejan Georgievski,MKD,Silver,"Heavyweight (>80 kilograms), Men",TKW,Male,8 May 1999,0,0
2,=3,Rafael Alba,CUB,Bronze,"Heavyweight (>80 kilograms), Men",TKW,Male,12 August 1993,202,87
3,=3,In Gyo-Don,KOR,Bronze,"Heavyweight (>80 kilograms), Men",TKW,Male,27 June 1992,0,0
4,=5,Sun Hongyi,CHN,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,28 July 1993,0,0
5,=5,Ivan Trajkovič,SLO,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,1 September 1991,185,90
6,=7,Seydou Gbané,CIV,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,12 April 1992,0,0
7,=7,Pita Nikolas Taufatofua,TGA,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,5 November 1983,192,100
8,=9,Ivan Šapina,CRO,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,17 November 1999,0,0
9,=9,Ruslan Zhaparov,KAZ,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,27 May 1996,198,80
10,=11,Farzad Mansouri,AFG,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,19 March 2002,0,0
11,=11,Anthony Obame,GAB,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,10 September 1988,190,97
12,=11,Mahama Cho,GBR,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,16 August 1989,196,100
13,=11,Alexander Bachmann,GER,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,19 July 1994,0,0
14,=11,Carlos Sansores,MEX,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,25 June 1997,0,0
15,=11,Razak Alfaga,NIG,NA,"Heavyweight (>80 kilograms), Men",TKW,Male,26 December 1994,207,90
0,1,Panipak Wongpattanakit,THA,Gold,"Flyweight (≤49 kilograms), Women",TKW,Female,8 August 1997,173,49
1,2,Adriana Cerezo,ESP,Silver,"Flyweight (≤49 kilograms), Women",TKW,Female,24 November 2003,0,0
2,=3,Abishag Semberg,ISR,Bronze,"Flyweight (≤49 kilograms), Women",TKW,Female,16 September 2001,0,0
3,=3,Tijana Bogdanović,SRB,Bronze,"Flyweight (≤49 kilograms), Women",TKW,Female,4 May 1998,172,52
4,=5,Miyu Yamada,JPN,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,13 December 1993,0,0
5,=5,Rukiye Yıldırım,TUR,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,12 February 1991,0,0
6,=7,Wu Jingyu,CHN,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,1 February 1987,167,51
7,=7,Trương Thị Kim Tuyến,VIE,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,2 January 1997,0,0
8,=9,Andrea Ramírez,COL,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,4 September 1998,0,0
9,=9,Sim Jae-Yeong,KOR,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,14 September 1995,0,0
10,=11,Yvette Yong,CAN,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,9 March 1990,0,0
11,=11,Kristina Tomić,CRO,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,29 March 1995,0,0
12,=11,Nour Abdelsalam,EGY,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,29 March 1993,0,0
13,=11,Dina Pouryounes,EOR,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,1 January 1992,0,0
14,=11,Oumaima El-Bouchti,MAR,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,7 October 2000,0,0
15,=11,Su Po-Ya,TPE,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,17 September 1998,0,0
16,17,Victoria Stambaugh,PUR,NA,"Flyweight (≤49 kilograms), Women",TKW,Female,4 May 1993,0,0
0,1,Anastasija Zolotic,USA,Gold,"Featherweight (≤57 kilograms), Women",TKW,Female,23 November 2002,175,
1,2,Tatyana Minina,ROC,Silver,"Featherweight (≤57 kilograms), Women",TKW,Female,18 April 1997,0,0
2,=3,Lo Chia-Ling,TPE,Bronze,"Featherweight (≤57 kilograms), Women",TKW,Female,8 October 2001,0,0
3,=3,Hatice Kübra İlgün,TUR,Bronze,"Featherweight (≤57 kilograms), Women",TKW,Female,1 January 1993,0,0
4,=5,Kimia Alizadeh,EOR,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,10 July 1998,185,57
5,=5,Tekiath Ben Yessouf,NIG,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,13 September 1991,0,0
6,=7,Fani Tzeli,GRE,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,20 November 2001,178,
7,=7,Nada Laaraj,MAR,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,2 September 2000,0,0
8,=9,Skylar Park,CAN,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,6 June 1999,0,0
9,=9,Zhou Lijun,CHN,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,21 January 1999,0,0
10,=11,Stacey Hymer,AUS,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,2 July 1999,0,0
11,=11,Neshy Lee Lindo,CRC,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,30 November 2002,0,0
12,=11,Jade Jones,GBR,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,21 March 1993,156,57
13,=11,Mayu Hamada,JPN,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,31 January 1994,174,57
14,=11,Lee A-Reum,KOR,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,22 April 1992,0,0
15,=11,Patrycja Adamkiewicz,POL,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,11 June 1998,0,0
16,17,Nahid Kiyani,IRI,NA,"Featherweight (≤57 kilograms), Women",TKW,Female,1 August 1998,0,0
0,1,Matea Jelić,CRO,Gold,"Welterweight (≤67 kilograms), Women",TKW,Female,23 December 1997,0,0
1,2,Lauren Williams,GBR,Silver,"Welterweight (≤67 kilograms), Women",TKW,Female,25 February 1999,0,0
2,=3,Ruth Gbagbi,CIV,Bronze,"Welterweight (≤67 kilograms), Women",TKW,Female,7 February 1994,176,65
3,=3,Hedaya Malak,EGY,Bronze,"Welterweight (≤67 kilograms), Women",TKW,Female,21 April 1993,174,57
4,=5,Milena Titoneli,BRA,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,6 August 1998,0,0
5,=5,Paige McPherson,USA,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,1 October 1990,173,65
6,=7,Lauren Lee,HAI,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,12 February 2004,0,0
7,=7,Malia Paseka,TGA,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,30 August 2000,0,0
8,=9,Zhang Mengyu,CHN,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,11 August 1998,0,0
9,=9,Nur Tatar,TUR,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,16 August 1992,173,67
10,=11,Fəridə Əzizova,AZE,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,6 June 1995,173,67
11,=11,Magda Wiet-Hénin,FRA,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,31 August 1995,0,0
12,=11,Julyana Al-Sadeq,JOR,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,9 December 1994,0,0
13,=11,Elizabeth Anyanacho,NGR,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,9 April 1999,0,0
14,=11,Nigora Tursunkulova,UZB,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,4 April 1999,181,67
15,AC,Naomi Katoka,COD,NA,"Welterweight (≤67 kilograms), Women",TKW,Female,10 August 1999,0,0
0,1,Milica Mandić,SRB,Gold,"Heavyweight (>67 kilograms), Women",TKW,Female,6 December 1991,180,72
1,2,Lee Da-Bin,KOR,Silver,"Heavyweight (>67 kilograms), Women",TKW,Female,7 December 1996,0,0
2,=3,Althéa Laurin,FRA,Bronze,"Heavyweight (>67 kilograms), Women",TKW,Female,1 September 2001,0,0
3,=3,Bianca Walkden,GBR,Bronze,"Heavyweight (>67 kilograms), Women",TKW,Female,29 September 1991,182,74
4,=5,Aminata Charlène Traoré,CIV,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,25 February 1999,0,0
5,=5,Aleksandra Kowalczuk,POL,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,18 December 1996,0,0
6,=7,Katherine Rodríguez,DOM,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,18 December 1991,186,75
7,=7,Faith Ogallo,KEN,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,3 February 1994,0,0
8,=9,Zheng Shuyin,CHN,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,1 May 1994,188,75
9,=9,Zhansel Deniz,KAZ,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,26 August 1991,175,67
10,=11,Reba Stewart,AUS,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,20 May 2001,0,0
11,=11,Keyla Ávila,HON,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,16 June 1990,0,0
12,=11,Briseida Acosta,MEX,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,30 August 1993,0,0
13,=11,Nafia Kuş,TUR,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,20 February 1995,0,0
14,=11,Svetlana Osipova,UZB,NA,"Heavyweight (>67 kilograms), Women",TKW,Female,3 May 2000,0,0
0,1,Alexander Zverev,GER,Gold,"Singles, Men",TEN,Male,20 April 1997,0,0
1,2,Karen Khachanov,ROC,Silver,"Singles, Men",TEN,Male,21 May 1996,198,88
2,3,Pablo Carreño Busta,ESP,Bronze,"Singles, Men",TEN,Male,12 July 1991,0,0
3,4,Novak Đoković,SRB,NA,"Singles, Men",TEN,Male,22 May 1987,188,80
4,=5,Kei Nishikori,JPN,NA,"Singles, Men",TEN,Male,29 December 1989,178,74
5,=5,Jérémy Chardy,FRA,NA,"Singles, Men",TEN,Male,12 February 1987,0,0
6,=5,Ugo Humbert,FRA,NA,"Singles, Men",TEN,Male,26 June 1998,0,0
7,=5,Daniil Medvedev,ROC,NA,"Singles, Men",TEN,Male,11 February 1996,0,0
8,=9,Alejandro Davidovich,ESP,NA,"Singles, Men",TEN,Male,5 June 1999,0,0
9,=9,Illia Ivashka,BLR,NA,"Singles, Men",TEN,Male,24 February 1994,0,0
10,=9,Nikoloz Basilashvili,GEO,NA,"Singles, Men",TEN,Male,23 February 1992,0,0
11,=9,Liam Broady,GBR,NA,"Singles, Men",TEN,Male,1 April 1994,0,0
12,=9,Diego Schwartzman,ARG,NA,"Singles, Men",TEN,Male,16 August 1992,0,0
13,=9,Mirco Gerson,GRE,NA,"Singles, Men",TEN,Male,29 December 1992,0,0
14,=9,Dominik Koepfer,GER,NA,"Singles, Men",TEN,Male,29 April 1994,0,0
15,=9,Fabio Fognini,ITA,NA,"Singles, Men",TEN,Male,24 May 1987,179,77
16,=17,Jan-Lennard Struff,GER,NA,"Singles, Men",TEN,Male,25 April 1990,196,87
17,=17,John Millman,AUS,NA,"Singles, Men",TEN,Male,14 June 1989,183,79
18,=17,Mikhail Kukushkin,KAZ,NA,"Singles, Men",TEN,Male,26 December 1987,182,72
19,=17,Marcos Giron,USA,NA,"Singles, Men",TEN,Male,24 July 1993,180,
20,=17,Daniel Elahi Galán,COL,NA,"Singles, Men",TEN,Male,18 June 1996,0,0
21,=17,Lorenzo Sonego,ITA,NA,"Singles, Men",TEN,Male,11 May 1995,0,0
22,=17,Aslan Karatsev,ROC,NA,"Singles, Men",TEN,Male,4 September 1993,0,0
23,=17,Hubert Hurkacz,POL,NA,"Singles, Men",TEN,Male,11 February 1997,0,0
24,=17,Tomas Machac,CZE,NA,"Singles, Men",TEN,Male,13 October 2000,0,0
25,=17,James Duckworth,AUS,NA,"Singles, Men",TEN,Male,21 January 1992,0,0
26,=17,Miomir Kecmanović,SRB,NA,"Singles, Men",TEN,Male,31 August 1999,0,0
27,=17,Frances Tiafoe,USA,NA,"Singles, Men",TEN,Male,20 January 1998,188,
28,=17,Marin Čilić,CRO,NA,"Singles, Men",TEN,Male,28 September 1988,198,82
29,=17,Max Purcell,AUS,NA,"Singles, Men",TEN,Male,3 April 1998,185,
30,=17,Yegor Gerasimov,BLR,NA,"Singles, Men",TEN,Male,11 November 1992,0,0
31,=17,Sumit Nagal,IND,NA,"Singles, Men",TEN,Male,16 August 1997,0,0
32,=33,Hugo Dellien,BOL,NA,"Singles, Men",TEN,Male,16 June 1993,0,0
33,=33,Thiago Monteiro,BRA,NA,"Singles, Men",TEN,Male,31 May 1994,0,0
34,=33,Lorenzo Musetti,ITA,NA,"Singles, Men",TEN,Male,3 March 2002,0,0
35,=33,Pedro Sousa,POR,NA,"Singles, Men",TEN,Male,3 May 1988,180,70
36,=33,Gaël Monfils,FRA,NA,"Singles, Men",TEN,Male,1 September 1986,193,80
37,=33,Federico Coria,ARG,NA,"Singles, Men",TEN,Male,9 March 1992,0,0
38,=33,Norbert Gombos,SVK,NA,"Singles, Men",TEN,Male,13 August 1990,194,86
39,=33,Andrey Rublyov,ROC,NA,"Singles, Men",TEN,Male,20 October 1997,188,75
40,=33,Lu Yen-Hsun,TPE,NA,"Singles, Men",TEN,Male,14 August 1983,180,74
41,=33,Mohamed Safwat,EGY,NA,"Singles, Men",TEN,Male,19 September 1990,0,0
42,=33,Roberto Carballes,ESP,NA,"Singles, Men",TEN,Male,23 March 1993,0,0
43,=33,Taro Daniel,JPN,NA,"Singles, Men",TEN,Male,27 January 1993,191,76
44,=33,Tommy Paul,USA,NA,"Singles, Men",TEN,Male,17 May 1997,185,
45,=33,Tomás Barrios,CHI,NA,"Singles, Men",TEN,Male,10 December 1997,0,0
46,=33,Francisco Cerúndolo,ARG,NA,"Singles, Men",TEN,Male,13 August 1998,0,0
47,=33,Márton Fucsovics,HUN,NA,"Singles, Men",TEN,Male,8 February 1992,188,82
48,=33,Juan Pablo Varillas,PER,NA,"Singles, Men",TEN,Male,6 October 1995,0,0
49,=33,João Sousa,POR,NA,"Singles, Men",TEN,Male,30 March 1989,185,76
50,=33,Lukáš Klein,SVK,NA,"Singles, Men",TEN,Male,22 March 1998,194,90
51,=33,Yoshihito Nishioka,JPN,NA,"Singles, Men",TEN,Male,27 September 1995,0,0
52,=33,Pablo Andujar,ESP,NA,"Singles, Men",TEN,Male,23 January 1986,0,0
53,=33,Kamil Majchrzak,POL,NA,"Singles, Men",TEN,Male,13 January 1996,0,0
54,=33,Gwon Sun-Wu,KOR,NA,"Singles, Men",TEN,Male,2 December 1997,0,0
55,=33,Philipp Kohlschreiber,GER,NA,"Singles, Men",TEN,Male,16 October 1983,178,70
56,=33,Tennys Sandgren,USA,NA,"Singles, Men",TEN,Male,22 July 1991,0,0
57,=33,João Lucas Magalhaes Heub De Menezes,BRA,NA,"Singles, Men",TEN,Male,17 December 1996,0,0
58,=33,Facundo Bagnis,ARG,NA,"Singles, Men",TEN,Male,27 February 1990,0,0
59,=33,Félix Auger-Aliassime,CAN,NA,"Singles, Men",TEN,Male,8 August 2000,0,0
60,=33,Yuichi Sugita,JPN,NA,"Singles, Men",TEN,Male,18 September 1988,173,66
61,=33,Gilles Simon,FRA,NA,"Singles, Men",TEN,Male,27 December 1984,183,69
62,=33,Denis Istomin,UZB,NA,"Singles, Men",TEN,Male,7 September 1986,188,88
63,=33,Aleksandr Bublik,KAZ,NA,"Singles, Men",TEN,Male,17 June 1997,0,0
0,1,Belinda Bencic,SUI,Gold,"Singles, Women",TEN,Female,10 March 1997,0,0
1,2,Markéta Vondroušová,CZE,Silver,"Singles, Women",TEN,Female,28 June 1999,172,
