,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
4928,54,Samantha Roberts,ANT,,"50 metres Freestyle, Women",SWI,Female,2000-04-21,172,64,21
4929,55,Aleka Persaud,GUY,,"50 metres Freestyle, Women",SWI,Female,2006-02-24,0,0,15
4930,56,Bisma Khan,PAK,,"50 metres Freestyle, Women",SWI,Female,2002-04-21,0,0,19
4931,57,Unilez Takyi,GHA,,"50 metres Freestyle, Women",SWI,Female,2004-08-20,0,0,16
4932,58,Angelika Ouédraogo,BUR,,"50 metres Freestyle, Women",SWI,Female,1993-12-04,172,63,27
4933,59,Mya de Freitas,VIN,,"50 metres Freestyle, Women",SWI,Female,2005-09-16,0,0,15
4934,60,Noor Yusuf,BRN,,"50 metres Freestyle, Women",SWI,Female,2005-10-03,0,0,15
4935,61,Jessica Makwenda,MAW,,"50 metres Freestyle, Women",SWI,Female,2005-10-21,0,0,15
4936,62,Anastasiya Tyurina,TJK,,"50 metres Freestyle, Women",SWI,Female,2001-09-27,165,50,19
4937,63,Noelani Malia Day,TGA,,"50 metres Freestyle, Women",SWI,Female,2003-04-24,0,0,18
4938,64,Siri Budcharern,LAO,,"50 metres Freestyle, Women",SWI,Female,2002-01-12,166,63,19
4939,65,Kheun Bunpichmorakat,CAM,,"50 metres Freestyle, Women",SWI,Female,2006-08-28,0,0,14
4940,66,Alicia Mateus,MOZ,,"50 metres Freestyle, Women",SWI,Female,2004-05-09,0,0,17
4941,67,Lara Dashti,KUW,,"50 metres Freestyle, Women",SWI,Female,2004-01-24,0,0,17
4942,68,Junayna Ahmed,BAN,,"50 metres Freestyle, Women",SWI,Female,2003-06-30,0,0,18
4943,69,Nafissath Radji,BEN,,"50 metres Freestyle, Women",SWI,Female,2002-08-02,169,,18
4944,70,Robyn Young,SWZ,,"50 metres Freestyle, Women",SWI,Female,2000-12-19,162,58,20
4945,71,Dania Nour,PLE,,"50 metres Freestyle, Women",SWI,Female,2003-11-02,0,0,17
4946,72,Alphonsine Agahozo,RWA,,"50 metres Freestyle, Women",SWI,Female,1996-07-18,160,50,25
4947,73,Osisang Chilton,PLW,,"50 metres Freestyle, Women",SWI,Female,1996-02-23,0,0,25
4948,74,Tity Dumbuya,SLE,,"50 metres Freestyle, Women",SWI,Female,2003-02-21,0,0,18
4949,75,Chloé Sauvourel,CAF,,"50 metres Freestyle, Women",SWI,Female,2000-06-18,166,68,21
4950,76,Roukaya Moussa Mahamane,NIG,,"50 metres Freestyle, Women",SWI,Female,1997-01-13,163,47,24
4951,77,Aya Girard de Langlade Mpali,GAB,,"50 metres Freestyle, Women",SWI,Female,2004-06-24,0,0,17
4952,78,Imelda Ximenes Belo,TLS,,"50 metres Freestyle, Women",SWI,Female,1998-10-24,0,0,22
4953,79,Odrina Kaze,BDI,,"50 metres Freestyle, Women",SWI,Female,2000-08-11,0,0,20
4954,80,Haneen Ibrahim,SUD,,"50 metres Freestyle, Women",SWI,Female,2000-06-29,154,47,21
4955,81,Stefan Bellore Sangala,CGO,,"50 metres Freestyle, Women",SWI,Female,1995-01-02,165,58,26
4956,DNS,Nada Arakji,QAT,,"50 metres Freestyle, Women",SWI,Female,1994-10-30,163,59,26
4957,DNS,Anna Hopkin,GBR,,"50 metres Freestyle, Women",SWI,Female,1996-04-24,0,0,25
4958,1,Emma McKeon,AUS,Gold,"100 metres Freestyle, Women",SWI,Female,1994-05-24,180,60,27
4959,2,Siobhán Haughey,HKG,Silver,"100 metres Freestyle, Women",SWI,Female,1997-10-31,177,64,23
4960,3,Cate Campbell,AUS,Bronze,"100 metres Freestyle, Women",SWI,Female,1992-05-20,186,67,29
4961,4,Penny Oleksiak,CAN,,"100 metres Freestyle, Women",SWI,Female,2000-06-13,185,68,21
4962,5,Sarah Sjöström,SWE,,"100 metres Freestyle, Women",SWI,Female,1993-08-17,182,76,27
4963,6,Femke Heemskerk,NED,,"100 metres Freestyle, Women",SWI,Female,1987-09-21,180,68,33
4964,7,Anna Hopkin,GBR,,"100 metres Freestyle, Women",SWI,Female,1996-04-24,0,0,25
4965,8,Abbey Weitzeil,USA,,"100 metres Freestyle, Women",SWI,Female,1996-12-03,178,68,24
4966,9,Marie Wattel,FRA,,"100 metres Freestyle, Women",SWI,Female,1997-06-02,181,71,24
4967,10,Pernille Blume,DEN,,"100 metres Freestyle, Women",SWI,Female,1994-05-14,170,58,27
4968,11,Freya Anderson,GBR,,"100 metres Freestyle, Women",SWI,Female,2001-03-04,0,0,20
4969,12,Signe Bro,DEN,,"100 metres Freestyle, Women",SWI,Female,1999-03-05,0,0,22
4970,13,Erika Brown,USA,,"100 metres Freestyle, Women",SWI,Female,1998-08-27,0,0,22
4971,14,Michelle Coleman,SWE,,"100 metres Freestyle, Women",SWI,Female,1993-10-31,186,74,27
4972,15,Charlotte Bonnet,FRA,,"100 metres Freestyle, Women",SWI,Female,1995-02-14,175,64,26
4973,16,Wu Qingfeng,CHN,,"100 metres Freestyle, Women",SWI,Female,2003-01-28,0,0,18
4974,17,Yang Junxuan,CHN,,"100 metres Freestyle, Women",SWI,Female,2002-01-26,172,67,19
4975,18,Kayla Sanchez,CAN,,"100 metres Freestyle, Women",SWI,Female,2001-04-07,0,0,20
4976,19,Ranomi Kromowidjojo,NED,,"100 metres Freestyle, Women",SWI,Female,1990-08-20,180,72,30
4977,20,Mariya Kameneva,ROC,,"100 metres Freestyle, Women",SWI,Female,1999-05-27,0,0,22
4978,21,Barbora Seemanová,CZE,,"100 metres Freestyle, Women",SWI,Female,2000-04-01,175,56,21
4979,22,Andi Murez,ISR,,"100 metres Freestyle, Women",SWI,Female,1992-01-29,184,77,29
4980,23,Fanny Teijonsalo,FIN,,"100 metres Freestyle, Women",SWI,Female,1996-02-06,0,0,25
4981,24,Janja Šegel,SLO,,"100 metres Freestyle, Women",SWI,Female,2001-06-17,177,60,20
4982,25,Erin Gallagher,RSA,,"100 metres Freestyle, Women",SWI,Female,1998-12-18,0,0,22
4983,26,Maria Ugolkova,SUI,,"100 metres Freestyle, Women",SWI,Female,1989-07-18,173,65,32
4984,27,Lidon Muñoz,ESP,,"100 metres Freestyle, Women",SWI,Female,1995-12-03,0,0,25
4985,28,Nastassia Shkurdai,BLR,,"100 metres Freestyle, Women",SWI,Female,2003-01-03,180,64,18
4986,29,Kalia Antoniou,CYP,,"100 metres Freestyle, Women",SWI,Female,2000-04-06,185,69,21
4987,30,Larissa Oliveira,BRA,,"100 metres Freestyle, Women",SWI,Female,1993-02-16,169,57,28
4988,31,Anicka Delgado,ECU,,"100 metres Freestyle, Women",SWI,Female,2002-06-13,170,55,19
4989,32,Julie Meynen,LUX,,"100 metres Freestyle, Women",SWI,Female,1997-08-15,170,65,23
4990,33,Farida Osman,EGY,,"100 metres Freestyle, Women",SWI,Female,1995-01-18,173,58,26
4991,34,Snæfríður Jórunnardóttir,ISL,,"100 metres Freestyle, Women",SWI,Female,2000-10-31,0,0,20
4992,35,Bianca-Andreea Costea,ROU,,"100 metres Freestyle, Women",SWI,Female,2005-01-26,0,0,16
4993,36,Quah Ting Wen,SGP,,"100 metres Freestyle, Women",SWI,Female,1992-08-18,175,60,28
4994,37,Ieva Maļuka,LAT,,"100 metres Freestyle, Women",SWI,Female,2003-04-09,169,56,18
4995,38,Miriam Sheehan,PUR,,"100 metres Freestyle, Women",SWI,Female,2004-09-20,0,0,16
4996,39,Amel Melih,ALG,,"100 metres Freestyle, Women",SWI,Female,1993-10-06,0,0,27
4997,40,Mia Blazhevska Eminova,MKD,,"100 metres Freestyle, Women",SWI,Female,2005-08-04,0,0,15
4998,41,Jillian Crooks,CAY,,"100 metres Freestyle, Women",SWI,Female,2006-06-27,0,0,15
4999,42,Jenjira Srisa-Ard,THA,,"100 metres Freestyle, Women",SWI,Female,1995-04-16,0,0,26
5000,43,María Victoria Schutzmeier,NCA,,"100 metres Freestyle, Women",SWI,Female,1999-10-29,0,0,21
5001,44,Colleen Furgeson,MHL,,"100 metres Freestyle, Women",SWI,Female,1998-11-21,176,65,22
5002,45,Varsenik Manucharyan,ARM,,"100 metres Freestyle, Women",SWI,Female,2003-07-11,0,0,18
5003,46,Jeanne Boutbien,SEN,,"100 metres Freestyle, Women",SWI,Female,1999-04-08,0,0,22
5004,47,Catarina Sousa,ANG,,"100 metres Freestyle, Women",SWI,Female,2000-04-27,0,0,21
5005,48,Abiola Ogunbanwo,NGR,,"100 metres Freestyle, Women",SWI,Female,2004-04-19,0,0,17
5006,49,Andela Antunović,MNE,,"100 metres Freestyle, Women",SWI,Female,2002-10-22,0,0,18
5007,50,Gaurika Singh,NEP,,"100 metres Freestyle, Women",SWI,Female,2002-11-26,155,45,18
5008,51,Mineri Gomez,GUM,,"100 metres Freestyle, Women",SWI,Female,2001-04-14,0,0,20
5009,DNS,Federica Pellegrini,ITA,,"100 metres Freestyle, Women",SWI,Female,1988-08-05,177,65,32
5010,1,Ariarne Titmus,AUS,Gold,"200 metres Freestyle, Women",SWI,Female,2000-09-07,0,0,20
5011,2,Siobhán Haughey,HKG,Silver,"200 metres Freestyle, Women",SWI,Female,1997-10-31,177,64,23
5012,3,Penny Oleksiak,CAN,Bronze,"200 metres Freestyle, Women",SWI,Female,2000-06-13,185,68,21
5013,4,Yang Junxuan,CHN,,"200 metres Freestyle, Women",SWI,Female,2002-01-26,172,67,19
5014,5,Katie Ledecky,USA,,"200 metres Freestyle, Women",SWI,Female,1997-03-17,183,73,24
5015,6,Barbora Seemanová,CZE,,"200 metres Freestyle, Women",SWI,Female,2000-04-01,175,56,21
5016,7,Federica Pellegrini,ITA,,"200 metres Freestyle, Women",SWI,Female,1988-08-05,177,65,32
5017,8,Madi Wilson,AUS,,"200 metres Freestyle, Women",SWI,Female,1994-05-31,179,61,27
5018,9,Summer McIntosh,CAN,,"200 metres Freestyle, Women",SWI,Female,2006-08-18,0,0,14
5019,10,Allison Schmitt,USA,,"200 metres Freestyle, Women",SWI,Female,1990-06-07,185,75,31
5020,11,Isabel Gose,GER,,"200 metres Freestyle, Women",SWI,Female,2002-05-09,0,0,19
5021,12,Freya Anderson,GBR,,"200 metres Freestyle, Women",SWI,Female,2001-03-04,0,0,20
5022,13,Charlotte Bonnet,FRA,,"200 metres Freestyle, Women",SWI,Female,1995-02-14,175,64,26
5023,14,Annika Bruhn,GER,,"200 metres Freestyle, Women",SWI,Female,1992-10-05,183,69,28
5024,15,Valeriya Salamatina,ROC,,"200 metres Freestyle, Women",SWI,Female,1998-09-19,0,0,22
5025,16,Erika Fairweather,NZL,,"200 metres Freestyle, Women",SWI,Female,2003-12-31,170,59,17
5026,17,Janja Šegel,SLO,,"200 metres Freestyle, Women",SWI,Female,2001-06-17,177,60,20
5027,18,Joanna Evans,BAH,,"200 metres Freestyle, Women",SWI,Female,1997-07-25,180,66,24
5028,19,Andi Murez,ISR,,"200 metres Freestyle, Women",SWI,Female,1992-01-29,184,77,29
5029,20,Li Bingjie,CHN,,"200 metres Freestyle, Women",SWI,Female,2002-03-03,0,0,19
5030,21,Veronika Andrusenko,ROC,,"200 metres Freestyle, Women",SWI,Female,1991-01-20,182,68,30
5031,22,Snæfríður Jórunnardóttir,ISL,,"200 metres Freestyle, Women",SWI,Female,2000-10-31,0,0,20
5032,23,Elisbet Gámez,CUB,,"200 metres Freestyle, Women",SWI,Female,1997-01-17,163,57,24
5033,24,Ieva Maļuka,LAT,,"200 metres Freestyle, Women",SWI,Female,2003-04-09,169,56,18
5034,25,María Beatriz Padrón,CRC,,"200 metres Freestyle, Women",SWI,Female,2003-04-05,168,55,18
5035,26,Nguyễn Thị Ánh Viên,VIE,,"200 metres Freestyle, Women",SWI,Female,1996-11-09,172,60,24
5036,27,María Santis,GUA,,"200 metres Freestyle, Women",SWI,Female,1996-11-04,0,0,24
5037,28,Lina Khiyara,MAR,,"200 metres Freestyle, Women",SWI,Female,2003-05-29,0,0,18
5038,29,Gabriella Doueihy,LBN,,"200 metres Freestyle, Women",SWI,Female,1999-04-30,0,0,22
5039,1,Ariarne Titmus,AUS,Gold,"400 metres Freestyle, Women",SWI,Female,2000-09-07,0,0,20
5040,2,Katie Ledecky,USA,Silver,"400 metres Freestyle, Women",SWI,Female,1997-03-17,183,73,24
5041,3,Li Bingjie,CHN,Bronze,"400 metres Freestyle, Women",SWI,Female,2002-03-03,0,0,19
5042,4,Summer McIntosh,CAN,,"400 metres Freestyle, Women",SWI,Female,2006-08-18,0,0,14
5043,5,Tang Muhan,CHN,,"400 metres Freestyle, Women",SWI,Female,2003-09-04,0,0,17
5044,6,Isabel Gose,GER,,"400 metres Freestyle, Women",SWI,Female,2002-05-09,0,0,19
5045,7,Paige Madden,USA,,"400 metres Freestyle, Women",SWI,Female,1998-10-22,0,0,22
5046,8,Erika Fairweather,NZL,,"400 metres Freestyle, Women",SWI,Female,2003-12-31,170,59,17
5047,9,Tamsin Cook,AUS,,"400 metres Freestyle, Women",SWI,Female,1998-12-25,170,61,22
5048,10,Ajna Késely,HUN,,"400 metres Freestyle, Women",SWI,Female,2001-09-10,165,54,19
5049,11,Waka Kobori,JPN,,"400 metres Freestyle, Women",SWI,Female,2000-08-10,0,0,20
5050,12,Julia Hassler,LIE,,"400 metres Freestyle, Women",SWI,Female,1993-02-27,177,73,28
5051,13,Joanna Evans,BAH,,"400 metres Freestyle, Women",SWI,Female,1997-07-25,180,66,24
5052,14,Anastasiya Kirpichnikova,ROC,,"400 metres Freestyle, Women",SWI,Female,2000-06-24,0,0,21
5053,15,Anna Yegorova,ROC,,"400 metres Freestyle, Women",SWI,Female,1998-05-31,0,0,23
5054,16,Beril Böcekler,TUR,,"400 metres Freestyle, Women",SWI,Female,2004-02-07,0,0,17
5055,17,Marlene Kahler,AUT,,"400 metres Freestyle, Women",SWI,Female,2001-05-15,171,60,20
5056,18,Leonie Kullmann,GER,,"400 metres Freestyle, Women",SWI,Female,1999-08-26,175,62,21
5057,19,Merve Tuncel,TUR,,"400 metres Freestyle, Women",SWI,Female,2005-01-01,0,0,16
5058,20,Miyu Namba,JPN,,"400 metres Freestyle, Women",SWI,Female,2002-05-31,0,0,19
5059,21,Han Da-Gyeong,KOR,,"400 metres Freestyle, Women",SWI,Female,2000-01-31,0,0,21
5060,22,Sasha Gatt,MLT,,"400 metres Freestyle, Women",SWI,Female,2005-06-22,0,0,16
5061,23,Tiana Rabarijaona,MAD,,"400 metres Freestyle, Women",SWI,Female,1998-08-01,0,0,22
5062,24,Eda Zeqiri,KOS,,"400 metres Freestyle, Women",SWI,Female,2004-08-07,0,0,16
5063,25,Talita Te Flan,CIV,,"400 metres Freestyle, Women",SWI,Female,1995-06-02,176,63,26
5064,26,Natalia Kuipers,ISV,,"400 metres Freestyle, Women",SWI,Female,2002-06-13,186,73,19
5065,1,Katie Ledecky,USA,Gold,"800 metres Freestyle, Women",SWI,Female,1997-03-17,183,73,24
5066,2,Ariarne Titmus,AUS,Silver,"800 metres Freestyle, Women",SWI,Female,2000-09-07,0,0,20
5067,3,Simona Quadarella,ITA,Bronze,"800 metres Freestyle, Women",SWI,Female,1998-12-18,0,0,22
5068,4,Katie Grimes,USA,,"800 metres Freestyle, Women",SWI,Female,2006-01-08,0,0,15
5069,5,Wang Jianjiahe,CHN,,"800 metres Freestyle, Women",SWI,Female,2002-07-17,0,0,19
5070,6,Kiah Melverton,AUS,,"800 metres Freestyle, Women",SWI,Female,1996-11-05,0,0,24
5071,7,Sarah Köhler,GER,,"800 metres Freestyle, Women",SWI,Female,1994-06-20,179,67,27
5072,8,Anastasiya Kirpichnikova,ROC,,"800 metres Freestyle, Women",SWI,Female,2000-06-24,0,0,21
5073,9,Isabel Gose,GER,,"800 metres Freestyle, Women",SWI,Female,2002-05-09,0,0,19
5074,10,Li Bingjie,CHN,,"800 metres Freestyle, Women",SWI,Female,2002-03-03,0,0,19
5075,11,Summer McIntosh,CAN,,"800 metres Freestyle, Women",SWI,Female,2006-08-18,0,0,14
5076,12,Merve Tuncel,TUR,,"800 metres Freestyle, Women",SWI,Female,2005-01-01,0,0,16
5077,13,Ajna Késely,HUN,,"800 metres Freestyle, Women",SWI,Female,2001-09-10,165,54,19
5078,14,Mireia Belmonte,ESP,,"800 metres Freestyle, Women",SWI,Female,1990-11-10,170,59,30
5079,15,Julia Hassler,LIE,,"800 metres Freestyle, Women",SWI,Female,1993-02-27,177,73,28
5080,16,Waka Kobori,JPN,,"800 metres Freestyle, Women",SWI,Female,2000-08-10,0,0,20
5081,17,Miyu Namba,JPN,,"800 metres Freestyle, Women",SWI,Female,2002-05-31,0,0,19
5082,18,Eve Thomas,NZL,,"800 metres Freestyle, Women",SWI,Female,2001-02-09,0,0,20
5083,19,Kristel Köbrich,CHI,,"800 metres Freestyle, Women",SWI,Female,1985-08-09,170,60,35
5084,20,Martina Rita Caramignoli,ITA,,"800 metres Freestyle, Women",SWI,Female,1991-05-25,0,0,30
5085,21,Jimena Pérez,ESP,,"800 metres Freestyle, Women",SWI,Female,1997-08-22,0,0,23
5086,22,Marlene Kahler,AUT,,"800 metres Freestyle, Women",SWI,Female,2001-05-15,171,60,20
5087,23,Deniz Ertan,TUR,,"800 metres Freestyle, Women",SWI,Female,2004-01-01,0,0,17
5088,24,Viviane Jungblut,BRA,,"800 metres Freestyle, Women",SWI,Female,1996-06-29,0,0,25
5089,25,Tamila Holub,POR,,"800 metres Freestyle, Women",SWI,Female,1999-05-15,176,62,22
5090,26,Katja Fain,SLO,,"800 metres Freestyle, Women",SWI,Female,2001-08-31,0,0,19
5091,27,Delfina Pignatiello,ARG,,"800 metres Freestyle, Women",SWI,Female,2000-04-19,0,0,21
5092,28,Han Da-Gyeong,KOR,,"800 metres Freestyle, Women",SWI,Female,2000-01-31,0,0,21
5093,29,Arianna Valloni,SMR,,"800 metres Freestyle, Women",SWI,Female,2001-04-10,167,55,20
5094,30,Nguyễn Thị Ánh Viên,VIE,,"800 metres Freestyle, Women",SWI,Female,1996-11-09,172,60,24
5095,DNS,Anna Yegorova,ROC,,"800 metres Freestyle, Women",SWI,Female,1998-05-31,0,0,23
5096,1,Katie Ledecky,USA,Gold,"1,500 metres Freestyle, Women",SWI,Female,1997-03-17,183,73,24
5097,2,Erica Sullivan,USA,Silver,"1,500 metres Freestyle, Women",SWI,Female,2000-08-09,0,0,20
5098,3,Sarah Köhler,GER,Bronze,"1,500 metres Freestyle, Women",SWI,Female,1994-06-20,179,67,27
5099,4,Wang Jianjiahe,CHN,,"1,500 metres Freestyle, Women",SWI,Female,2002-07-17,0,0,19
5100,5,Simona Quadarella,ITA,,"1,500 metres Freestyle, Women",SWI,Female,1998-12-18,0,0,22
5101,6,Kiah Melverton,AUS,,"1,500 metres Freestyle, Women",SWI,Female,1996-11-05,0,0,24
5102,7,Anastasiya Kirpichnikova,ROC,,"1,500 metres Freestyle, Women",SWI,Female,2000-06-24,0,0,21
5103,8,Maddy Gough,AUS,,"1,500 metres Freestyle, Women",SWI,Female,1999-06-08,0,0,22
5104,9,Ajna Késely,HUN,,"1,500 metres Freestyle, Women",SWI,Female,2001-09-10,165,54,19
5105,10,Li Bingjie,CHN,,"1,500 metres Freestyle, Women",SWI,Female,2002-03-03,0,0,19
5106,11,Merve Tuncel,TUR,,"1,500 metres Freestyle, Women",SWI,Female,2005-01-01,0,0,16
5107,12,Viktória Mihályvári-Farkas,HUN,,"1,500 metres Freestyle, Women",SWI,Female,2003-11-26,0,0,17
5108,13,Martina Rita Caramignoli,ITA,,"1,500 metres Freestyle, Women",SWI,Female,1991-05-25,0,0,30
5109,14,Kristel Köbrich,CHI,,"1,500 metres Freestyle, Women",SWI,Female,1985-08-09,170,60,35
5110,15,Mireia Belmonte,ESP,,"1,500 metres Freestyle, Women",SWI,Female,1990-11-10,170,59,30
5111,16,Julia Hassler,LIE,,"1,500 metres Freestyle, Women",SWI,Female,1993-02-27,177,73,28
5112,17,Deniz Ertan,TUR,,"1,500 metres Freestyle, Women",SWI,Female,2004-01-01,0,0,17
5113,18,Jimena Pérez,ESP,,"1,500 metres Freestyle, Women",SWI,Female,1997-08-22,0,0,23
5114,19,Marlene Kahler,AUT,,"1,500 metres Freestyle, Women",SWI,Female,2001-05-15,171,60,20
5115,20,Viviane Jungblut,BRA,,"1,500 metres Freestyle, Women",SWI,Female,1996-06-29,0,0,25
5116,21,Katrina Bellio,CAN,,"1,500 metres Freestyle, Women",SWI,Female,2004-08-01,0,0,16
5117,22,Tamila Holub,POR,,"1,500 metres Freestyle, Women",SWI,Female,1999-05-15,176,62,22
5118,23,Diana Durães,POR,,"1,500 metres Freestyle, Women",SWI,Female,1996-06-08,170,62,25
5119,24,Beatriz Pimentel Dizotti,BRA,,"1,500 metres Freestyle, Women",SWI,Female,2000-04-13,0,0,21
5120,25,Helena Bach,DEN,,"1,500 metres Freestyle, Women",SWI,Female,2000-06-12,0,0,21
5121,26,Eve Thomas,NZL,,"1,500 metres Freestyle, Women",SWI,Female,2001-02-09,0,0,20
5122,27,Celine Rieder,GER,,"1,500 metres Freestyle, Women",SWI,Female,2001-01-18,172,61,20
5123,28,Han Da-Gyeong,KOR,,"1,500 metres Freestyle, Women",SWI,Female,2000-01-31,0,0,21
5124,29,Delfina Pignatiello,ARG,,"1,500 metres Freestyle, Women",SWI,Female,2000-04-19,0,0,21
5125,30,Katja Fain,SLO,,"1,500 metres Freestyle, Women",SWI,Female,2001-08-31,0,0,19
5126,31,Hayley McIntosh,NZL,,"1,500 metres Freestyle, Women",SWI,Female,1999-04-12,0,0,22
5127,32,Arianna Valloni,SMR,,"1,500 metres Freestyle, Women",SWI,Female,2001-04-10,167,55,20
5128,33,Sasha Gatt,MLT,,"1,500 metres Freestyle, Women",SWI,Female,2005-06-22,0,0,16
5129,1,Kaylee McKeown,AUS,Gold,"100 metres Backstroke, Women",SWI,Female,2001-07-12,176,60,20
5130,2,Kylie Masse,CAN,Silver,"100 metres Backstroke, Women",SWI,Female,1996-01-18,173,61,25
5131,3,Regan Smith,USA,Bronze,"100 metres Backstroke, Women",SWI,Female,2002-02-09,0,0,19
5132,4,Rhyan White,USA,,"100 metres Backstroke, Women",SWI,Female,2000-01-25,168,66,21
5133,5,Emily Seebohm,AUS,,"100 metres Backstroke, Women",SWI,Female,1992-06-05,180,70,29
5134,6,Kathleen Dawson,GBR,,"100 metres Backstroke, Women",SWI,Female,1997-10-03,0,0,23
5135,7,Kira Toussaint,NED,,"100 metres Backstroke, Women",SWI,Female,1994-05-22,174,72,27
5136,8,Anastasia Gorbenko,ISR,,"100 metres Backstroke, Women",SWI,Female,2003-08-07,0,0,17
5137,9,Taylor Ruck,CAN,,"100 metres Backstroke, Women",SWI,Female,2000-05-28,180,60,21
5138,10,Mariya Kameneva,ROC,,"100 metres Backstroke, Women",SWI,Female,1999-05-27,0,0,22
5139,11,Margherita Panziera,ITA,,"100 metres Backstroke, Women",SWI,Female,1995-08-12,180,65,25
5140,12,Peng Xuwei,CHN,,"100 metres Backstroke, Women",SWI,Female,2003-01-15,179,70,18
5141,13,Anna Konishi,JPN,,"100 metres Backstroke, Women",SWI,Female,1996-05-10,0,0,25
5142,=14,Anastasiya Zuyeva-Fesikova,ROC,,"100 metres Backstroke, Women",SWI,Female,1990-05-08,182,71,31
5143,=14,Cassie Wild,GBR,,"100 metres Backstroke, Women",SWI,Female,2000-06-12,0,0,21
5144,16,Maaike de Waard,NED,,"100 metres Backstroke, Women",SWI,Female,1996-10-11,0,0,24
5145,17,Mimosa Jallow,FIN,,"100 metres Backstroke, Women",SWI,Female,1994-06-17,176,63,27
5146,=18,Katalin Burián,HUN,,"100 metres Backstroke, Women",SWI,Female,1995-01-17,0,0,26
5147,=18,Ingeborg Løyning,NOR,,"100 metres Backstroke, Women",SWI,Female,2000-09-13,172,,20
5148,20,Lee Eun-Ji,KOR,,"100 metres Backstroke, Women",SWI,Female,2006-07-23,0,0,15
5149,21,Michelle Coleman,SWE,,"100 metres Backstroke, Women",SWI,Female,1993-10-31,186,74,27
5150,22,Chen Jie,CHN,,"100 metres Backstroke, Women",SWI,Female,1995-02-28,177,65,26
5151,23,Béryl Gastaldello,FRA,,"100 metres Backstroke, Women",SWI,Female,1995-02-16,176,66,26
5152,24,Laura Riedemann,GER,,"100 metres Backstroke, Women",SWI,Female,1998-05-29,0,0,23
5153,25,Danielle Hill,IRL,,"100 metres Backstroke, Women",SWI,Female,1999-09-27,0,0,21
5154,26,Stephanie Au,HKG,,"100 metres Backstroke, Women",SWI,Female,1992-05-30,172,56,29
5155,27,Simona Baumrtová,CZE,,"100 metres Backstroke, Women",SWI,Female,1991-08-24,176,68,29
5156,28,Tatiana Salcuțan,MDA,,"100 metres Backstroke, Women",SWI,Female,2001-04-16,182,66,20
5157,29,Lena Grabowski,AUT,,"100 metres Backstroke, Women",SWI,Female,2002-09-10,0,0,18
5158,30,Daryna Zevina,UKR,,"100 metres Backstroke, Women",SWI,Female,1994-09-01,178,67,26
5159,31,McKenna de Bever,PER,,"100 metres Backstroke, Women",SWI,Female,1996-06-05,0,0,25
5160,32,Isabella Arcila,COL,,"100 metres Backstroke, Women",SWI,Female,1994-03-11,168,64,27
5161,33,Ali Galyer,NZL,,"100 metres Backstroke, Women",SWI,Female,1998-06-19,0,0,23
5162,34,Donata Katai,ZIM,,"100 metres Backstroke, Women",SWI,Female,2004-05-07,0,0,17
5163,35,Krystal Lara,DOM,,"100 metres Backstroke, Women",SWI,Female,1998-03-18,0,0,23
5164,36,Carmen Márquez,ESA,,"100 metres Backstroke, Women",SWI,Female,1999-07-16,0,0,22
5165,37,Danielle Titus,BAR,,"100 metres Backstroke, Women",SWI,Female,2002-08-13,0,0,18
5166,38,Felicity Passon,SEY,,"100 metres Backstroke, Women",SWI,Female,1999-07-11,0,0,22
5167,39,Maana Patel Patel,IND,,"100 metres Backstroke, Women",SWI,Female,2000-03-18,0,0,21
5168,40,Diana Nazarova,KAZ,,"100 metres Backstroke, Women",SWI,Female,2000-06-02,178,55,21
5169,41,Kimberly Ince,GRN,,"100 metres Backstroke, Women",SWI,Female,2004-10-10,0,0,16
5170,DNS,Louise Hansson,SWE,,"100 metres Backstroke, Women",SWI,Female,1996-11-24,187,71,24
5171,DNS,Nastassia Shkurdai,BLR,,"100 metres Backstroke, Women",SWI,Female,2003-01-03,180,64,18
5172,1,Kaylee McKeown,AUS,Gold,"200 metres Backstroke, Women",SWI,Female,2001-07-12,176,60,20
5173,2,Kylie Masse,CAN,Silver,"200 metres Backstroke, Women",SWI,Female,1996-01-18,173,61,25
5174,3,Emily Seebohm,AUS,Bronze,"200 metres Backstroke, Women",SWI,Female,1992-06-05,180,70,29
5175,4,Rhyan White,USA,,"200 metres Backstroke, Women",SWI,Female,2000-01-25,168,66,21
5176,5,Phoebe Bacon,USA,,"200 metres Backstroke, Women",SWI,Female,2002-08-12,178,,18
5177,6,Taylor Ruck,CAN,,"200 metres Backstroke, Women",SWI,Female,2000-05-28,180,60,21
